,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Normalized_FSP.1,Unary_FSP.1,Normalized_FSW.1,Unary_FSW.1,Normalized_SSP.1,Unary_SSP.1,Normalized_SSW.1,Unary_SSW.1,Normalized_FSP.2,Unary_FSP.2,Normalized_SSP.2,Unary_SSP.2,Unary_SSW.2,FSP_diff,FSW_diff,"GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSW_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.2","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_sum_SSW.1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_FSW_diff,Player1_vs_Player2_FSP_diff
806,A.Murray,M.Youzhny,806,4,0,61,36,39,16,63,55,37,16,0.4791666666666667,0.4791666666666667,0.3113207547169811,0.3113207547169811,0.5208333333333334,0.5208333333333334,0.29411764705882354,0.3076923076923077,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.2807017543859649,-0.031746031746031744,-19,-0.031746031746031744,0.0,-19.0,16.0,39.0,0.0,16.0,39.0,16,61.0,-19,-2
807,K.De Schepper,F.Verdasco,807,4,1,64,42,36,18,67,43,33,15,0.5416666666666666,0.5416666666666666,0.36792452830188677,0.36792452830188677,0.4583333333333333,0.4583333333333333,0.3333333333333333,0.34615384615384615,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.2631578947368421,-0.04477611940298507,-1,-0.04477611940298507,1.0,-1.0,18.0,36.0,1.0,15.0,36.0,18,64.0,-1,-3
808,J.Melzer,J.Janowicz,808,4,1,57,68,43,36,71,76,29,28,0.3958333333333333,0.3958333333333333,0.6132075471698113,0.6132075471698113,0.6041666666666666,0.6041666666666666,0.6862745098039216,0.6923076923076923,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.49122807017543857,-0.19718309859154928,-8,-0.19718309859154928,1.0,-8.0,36.0,43.0,1.0,28.0,43.0,36,57.0,-8,-14
809,A.Mannarino,L.Kubot,809,4,1,67,72,33,25,59,69,41,35,0.6041666666666666,0.6041666666666666,0.6509433962264151,0.6509433962264151,0.3958333333333333,0.3958333333333333,0.47058823529411764,0.4807692307692308,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.6140350877192983,0.13559322033898305,3,0.13559322033898305,1.0,3.0,25.0,33.0,1.0,35.0,33.0,25,67.0,3,8
810,J.Del Potro,A.Seppi,810,4,0,59,47,41,18,72,55,28,18,0.4375,0.4375,0.41509433962264153,0.41509433962264153,0.5625,0.5625,0.3333333333333333,0.34615384615384615,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.3157894736842105,-0.18055555555555555,-8,-0.18055555555555555,0.0,-8.0,18.0,41.0,0.0,18.0,41.0,18,59.0,-8,-13
811,I.Dodig,D.Ferrer,811,4,1,66,62,34,29,66,64,34,25,0.5833333333333334,0.5833333333333334,0.5566037735849056,0.5566037735849056,0.4166666666666667,0.4166666666666667,0.5490196078431373,0.5576923076923077,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.43859649122807015,0.0,-2,0.0,1.0,-2.0,29.0,34.0,1.0,25.0,34.0,29,66.0,-2,0
812,T.Berdych,B.Tomic,812,4,0,71,82,29,22,58,68,42,30,0.6875,0.6875,0.7452830188679245,0.7452830188679245,0.3125,0.3125,0.4117647058823529,0.4230769230769231,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.5263157894736842,0.22413793103448276,14,0.22413793103448276,0.0,14.0,22.0,29.0,0.0,30.0,29.0,22,71.0,14,13
813,T.Haas,N.Djokovic,813,4,1,65,44,35,17,73,43,27,14,0.5625,0.5625,0.3867924528301887,0.3867924528301887,0.4375,0.4375,0.3137254901960784,0.3269230769230769,0.7849462365591398,0.7849462365591398,0.21505376344086022,0.21505376344086022,0.24561403508771928,-0.1095890410958904,1,-0.1095890410958904,1.0,1.0,17.0,35.0,1.0,14.0,35.0,17,65.0,1,-8
814,A.Murray,F.Verdasco,814,5,0,59,63,41,29,69,72,31,23,0.4375,0.4375,0.5660377358490566,0.5660377358490566,0.5625,0.5625,0.5490196078431373,0.5576923076923077,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.40350877192982454,-0.14492753623188406,-9,-0.14492753623188406,0.0,-9.0,29.0,41.0,0.0,23.0,41.0,29,59.0,-9,-10
815,J.Janowicz,L.Kubot,815,5,0,57,44,43,20,68,63,32,12,0.3958333333333333,0.3958333333333333,0.3867924528301887,0.3867924528301887,0.6041666666666666,0.6041666666666666,0.37254901960784315,0.38461538461538464,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.21052631578947367,-0.16176470588235295,-19,-0.16176470588235295,0.0,-19.0,20.0,43.0,0.0,12.0,43.0,20,57.0,-19,-11
816,J.Del Potro,D.Ferrer,816,5,0,68,45,32,17,72,55,28,11,0.625,0.625,0.39622641509433965,0.39622641509433965,0.375,0.375,0.3137254901960784,0.3269230769230769,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.19298245614035087,-0.05555555555555555,-10,-0.05555555555555555,0.0,-10.0,17.0,32.0,0.0,11.0,32.0,17,68.0,-10,-4
817,T.Berdych,N.Djokovic,817,5,1,61,42,39,21,53,33,47,27,0.4791666666666667,0.4791666666666667,0.36792452830188677,0.36792452830188677,0.5208333333333334,0.5208333333333334,0.39215686274509803,0.40384615384615385,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.47368421052631576,0.1509433962264151,9,0.1509433962264151,1.0,9.0,21.0,39.0,1.0,27.0,39.0,21,61.0,9,8
818,A.Murray,J.Janowicz,818,6,0,55,54,45,27,70,60,30,24,0.3541666666666667,0.3541666666666667,0.4811320754716981,0.4811320754716981,0.6458333333333334,0.6458333333333334,0.5098039215686274,0.5192307692307693,0.7526881720430108,0.7526881720430108,0.24731182795698925,0.24731182795698925,0.42105263157894735,-0.21428571428571427,-6,-0.21428571428571427,0.0,-6.0,27.0,45.0,0.0,24.0,45.0,27,55.0,-6,-15
819,J.Del Potro,N.Djokovic,819,6,1,69,102,31,21,60,82,40,42,0.6458333333333334,0.6458333333333334,0.9339622641509434,0.9339622641509434,0.3541666666666667,0.3541666666666667,0.39215686274509803,0.40384615384615385,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.7368421052631579,0.15,20,0.15,1.0,20.0,21.0,31.0,1.0,42.0,31.0,21,69.0,20,9
820,A.Murray,N.Djokovic,820,7,0,65,40,35,15,64,48,36,16,0.5625,0.5625,0.3490566037735849,0.3490566037735849,0.4375,0.4375,0.27450980392156865,0.28846153846153844,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.2807017543859649,0.015625,-8,0.015625,0.0,-8.0,15.0,35.0,0.0,16.0,35.0,15,65.0,-8,1
821,V.Azarenka,M.Koehler,821,1,0,60,21,40,8,72,31,28,4,0.4583333333333333,0.4583333333333333,0.16981132075471697,0.16981132075471697,0.5416666666666666,0.5416666666666666,0.13725490196078433,0.15384615384615385,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.07017543859649122,-0.16666666666666666,-10,-0.16666666666666666,0.0,-10.0,8.0,40.0,0.0,4.0,40.0,8,60.0,-10,-12
822,F.Pennetta,E.Baltacha,822,1,0,69,23,31,6,53,18,47,15,0.6458333333333334,0.6458333333333334,0.18867924528301888,0.18867924528301888,0.3541666666666667,0.3541666666666667,0.09803921568627451,0.11538461538461539,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.2631578947368421,0.3018867924528302,5,0.3018867924528302,0.0,5.0,6.0,31.0,0.0,15.0,31.0,6,69.0,5,16
823,T.Maria,S-W.Hsieh,823,1,1,63,17,37,10,56,16,44,7,0.5208333333333334,0.5208333333333334,0.1320754716981132,0.1320754716981132,0.4791666666666667,0.4791666666666667,0.17647058823529413,0.19230769230769232,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.12280701754385964,0.125,1,0.125,1.0,1.0,10.0,37.0,1.0,7.0,37.0,10,63.0,1,7
824,V.King,A.Cornet,824,1,1,57,36,43,21,68,45,32,15,0.3958333333333333,0.3958333333333333,0.3113207547169811,0.3113207547169811,0.6041666666666666,0.6041666666666666,0.39215686274509803,0.40384615384615385,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.2631578947368421,-0.16176470588235295,-9,-0.16176470588235295,1.0,-9.0,21.0,43.0,1.0,15.0,43.0,21,57.0,-9,-11
825,K.Flipkens,Y.Putintseva,825,1,0,73,34,27,12,66,33,34,15,0.7291666666666666,0.7291666666666666,0.29245283018867924,0.29245283018867924,0.2708333333333333,0.2708333333333333,0.21568627450980393,0.23076923076923078,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.2631578947368421,0.10606060606060606,1,0.10606060606060606,0.0,1.0,12.0,27.0,0.0,15.0,27.0,12,73.0,1,7
826,B.Jovanovski,A.Tomljanovic,826,1,0,59,38,41,22,69,57,31,18,0.4375,0.4375,0.330188679245283,0.330188679245283,0.5625,0.5625,0.4117647058823529,0.4230769230769231,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.3157894736842105,-0.14492753623188406,-19,-0.14492753623188406,0.0,-19.0,22.0,41.0,0.0,18.0,41.0,22,59.0,-19,-10
827,V.Dolonc,Y.Wickmayer,827,1,0,69,40,31,13,69,33,31,12,0.6458333333333334,0.6458333333333334,0.3490566037735849,0.3490566037735849,0.3541666666666667,0.3541666666666667,0.23529411764705882,0.25,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.21052631578947367,0.0,7,0.0,0.0,7.0,13.0,31.0,0.0,12.0,31.0,13,69.0,7,0
828,J.Konta,J.Jankovic,828,1,1,68,31,32,12,52,21,48,17,0.625,0.625,0.2641509433962264,0.2641509433962264,0.375,0.375,0.21568627450980393,0.23076923076923078,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.44086021505376344,0.2982456140350877,0.3076923076923077,10,0.3076923076923077,1.0,10.0,12.0,32.0,1.0,17.0,32.0,12,68.0,10,16
829,A.Ivanovic,V.Razzano,829,1,0,78,21,22,9,67,29,33,10,0.8333333333333334,0.8333333333333334,0.16981132075471697,0.16981132075471697,0.16666666666666666,0.16666666666666666,0.1568627450980392,0.17307692307692307,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.17543859649122806,0.16417910447761194,-8,0.16417910447761194,0.0,-8.0,9.0,22.0,0.0,10.0,22.0,9,78.0,-8,11
830,G.Voskoboeva,E.Bouchard,830,1,1,61,44,39,24,59,49,41,21,0.4791666666666667,0.4791666666666667,0.3867924528301887,0.3867924528301887,0.5208333333333334,0.5208333333333334,0.45098039215686275,0.46153846153846156,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.3684210526315789,0.03389830508474576,-5,0.03389830508474576,1.0,-5.0,24.0,39.0,1.0,21.0,39.0,24,61.0,-5,2
831,M.Lucic-Baroni,S.Arvidsson,831,1,0,73,19,27,6,64,28,36,14,0.7291666666666666,0.7291666666666666,0.1509433962264151,0.1509433962264151,0.2708333333333333,0.2708333333333333,0.09803921568627451,0.11538461538461539,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.24561403508771928,0.140625,-9,0.140625,0.0,-9.0,6.0,27.0,0.0,14.0,27.0,6,73.0,-9,9
832,L.Dominguez Lino,C.Suarez Navarro,832,1,1,68,27,32,14,64,16,36,5,0.625,0.625,0.22641509433962265,0.22641509433962265,0.375,0.375,0.2549019607843137,0.2692307692307692,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.08771929824561403,0.0625,11,0.0625,1.0,11.0,14.0,32.0,1.0,5.0,32.0,14,68.0,11,4
833,E.Makarova,J.Larsson,833,1,0,63,20,37,9,82,30,18,7,0.5208333333333334,0.5208333333333334,0.16037735849056603,0.16037735849056603,0.4791666666666667,0.4791666666666667,0.1568627450980392,0.17307692307692307,0.8817204301075269,0.8817204301075269,0.11827956989247312,0.11827956989247312,0.12280701754385964,-0.23170731707317074,-10,-0.23170731707317074,0.0,-10.0,9.0,37.0,0.0,7.0,37.0,9,63.0,-10,-19
834,A.Keothavong,G.Muguruza,834,1,1,67,28,33,9,62,18,38,11,0.6041666666666666,0.6041666666666666,0.2358490566037736,0.2358490566037736,0.3958333333333333,0.3958333333333333,0.1568627450980392,0.17307692307692307,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.19298245614035087,0.08064516129032258,10,0.08064516129032258,1.0,10.0,9.0,33.0,1.0,11.0,33.0,9,67.0,10,5
835,Y.Shvedova,K.Bertens,835,1,0,57,31,43,11,59,19,41,11,0.3958333333333333,0.3958333333333333,0.2641509433962264,0.2641509433962264,0.6041666666666666,0.6041666666666666,0.19607843137254902,0.21153846153846154,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.19298245614035087,-0.03389830508474576,12,-0.03389830508474576,0.0,12.0,11.0,43.0,0.0,11.0,43.0,11,57.0,12,-2
836,C.Vandeweghe,P.Kvitova,836,1,1,67,40,33,17,64,40,36,20,0.6041666666666666,0.6041666666666666,0.3490566037735849,0.3490566037735849,0.3958333333333333,0.3958333333333333,0.3137254901960784,0.3269230769230769,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3508771929824561,0.046875,0,0.046875,1.0,0.0,17.0,33.0,1.0,20.0,33.0,17,67.0,0,3
837,M.Sharapova,K.Mladenovic,837,1,0,52,29,48,17,68,35,32,14,0.2916666666666667,0.2916666666666667,0.24528301886792453,0.24528301886792453,0.7083333333333334,0.7083333333333334,0.3137254901960784,0.3269230769230769,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.24561403508771928,-0.23529411764705882,-6,-0.23529411764705882,0.0,-6.0,17.0,48.0,0.0,14.0,48.0,17,52.0,-6,-16
838,M.Oudin,M.Larcher De Brito,838,1,1,68,46,32,15,65,32,35,15,0.625,0.625,0.4056603773584906,0.4056603773584906,0.375,0.375,0.27450980392156865,0.28846153846153844,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.2631578947368421,0.046153846153846156,14,0.046153846153846156,1.0,14.0,15.0,32.0,1.0,15.0,32.0,15,68.0,14,3
839,K.Knapp,L.Hradecka,839,1,0,65,23,35,8,63,34,37,11,0.5625,0.5625,0.18867924528301888,0.18867924528301888,0.4375,0.4375,0.13725490196078433,0.15384615384615385,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.19298245614035087,0.031746031746031744,-11,0.031746031746031744,0.0,-11.0,8.0,35.0,0.0,11.0,35.0,8,65.0,-11,2
840,L.Davis,L.Safarova,840,1,1,63,24,37,11,66,21,34,2,0.5208333333333334,0.5208333333333334,0.19811320754716982,0.19811320754716982,0.4791666666666667,0.4791666666666667,0.19607843137254902,0.21153846153846154,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.03508771929824561,-0.045454545454545456,3,-0.045454545454545456,1.0,3.0,11.0,37.0,1.0,2.0,37.0,11,63.0,3,-3
841,S.Cirstea,S.Voegele,841,1,0,51,29,49,19,59,32,41,15,0.2708333333333333,0.2708333333333333,0.24528301886792453,0.24528301886792453,0.7291666666666666,0.7291666666666666,0.35294117647058826,0.36538461538461536,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.2631578947368421,-0.13559322033898305,-3,-0.13559322033898305,0.0,-3.0,19.0,49.0,0.0,15.0,49.0,19,51.0,-3,-8
842,S.Murray,C.Giorgi,842,1,1,54,23,46,19,58,28,42,16,0.3333333333333333,0.3333333333333333,0.18867924528301888,0.18867924528301888,0.6666666666666666,0.6666666666666666,0.35294117647058826,0.36538461538461536,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.2807017543859649,-0.06896551724137931,-5,-0.06896551724137931,1.0,-5.0,19.0,46.0,1.0,16.0,46.0,19,54.0,-5,-4
843,A.Glatch,C.McHale,843,1,1,60,24,40,13,54,26,46,8,0.4583333333333333,0.4583333333333333,0.19811320754716982,0.19811320754716982,0.5416666666666666,0.5416666666666666,0.23529411764705882,0.25,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.14035087719298245,0.1111111111111111,-2,0.1111111111111111,1.0,-2.0,13.0,40.0,1.0,8.0,40.0,13,60.0,-2,6
844,E.Svitolina,M.Bartoli,844,1,1,58,29,42,16,56,24,44,14,0.4166666666666667,0.4166666666666667,0.24528301886792453,0.24528301886792453,0.5833333333333334,0.5833333333333334,0.29411764705882354,0.3076923076923077,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.24561403508771928,0.03571428571428571,5,0.03571428571428571,1.0,5.0,16.0,42.0,1.0,14.0,42.0,16,58.0,5,2
845,C.Wozniacki,E.Cabeza Candela,845,1,0,68,9,32,3,72,29,28,2,0.625,0.625,0.05660377358490566,0.05660377358490566,0.375,0.375,0.0392156862745098,0.057692307692307696,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.03508771929824561,-0.05555555555555555,-20,-0.05555555555555555,0.0,-20.0,3.0,32.0,0.0,2.0,32.0,3,68.0,-20,-4
846,D.Vekic,P.Cetkovska,846,1,1,69,28,31,7,53,23,47,11,0.6458333333333334,0.6458333333333334,0.2358490566037736,0.2358490566037736,0.3541666666666667,0.3541666666666667,0.11764705882352941,0.1346153846153846,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.19298245614035087,0.3018867924528302,5,0.3018867924528302,1.0,5.0,7.0,31.0,1.0,11.0,31.0,7,69.0,5,16
847,A.Petkovic,P.Parmentier,847,1,0,62,16,38,10,77,28,23,7,0.5,0.5,0.12264150943396226,0.12264150943396226,0.5,0.5,0.17647058823529413,0.19230769230769232,0.8279569892473119,0.8279569892473119,0.17204301075268819,0.17204301075268819,0.12280701754385964,-0.19480519480519481,-12,-0.19480519480519481,0.0,-12.0,10.0,38.0,0.0,7.0,38.0,10,62.0,-12,-15
848,J.Hampton,S.Stephens,848,1,1,73,34,27,6,66,21,34,11,0.7291666666666666,0.7291666666666666,0.29245283018867924,0.29245283018867924,0.2708333333333333,0.2708333333333333,0.09803921568627451,0.11538461538461539,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.19298245614035087,0.10606060606060606,13,0.10606060606060606,1.0,13.0,6.0,27.0,1.0,11.0,27.0,6,73.0,13,7
849,V.Lepchenko,E.Birnerova,849,1,1,76,44,24,15,72,43,28,13,0.7916666666666666,0.7916666666666666,0.3867924528301887,0.3867924528301887,0.20833333333333334,0.20833333333333334,0.27450980392156865,0.28846153846153844,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.22807017543859648,0.05555555555555555,1,0.05555555555555555,1.0,1.0,15.0,24.0,1.0,13.0,24.0,15,76.0,1,4
850,L.Tsurenko,L.Arruabarrena,850,1,0,79,23,21,4,60,24,40,10,0.8541666666666666,0.8541666666666666,0.18867924528301888,0.18867924528301888,0.14583333333333334,0.14583333333333334,0.058823529411764705,0.07692307692307693,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.17543859649122806,0.31666666666666665,-1,0.31666666666666665,0.0,-1.0,4.0,21.0,0.0,10.0,21.0,4,79.0,-1,19
851,M.Doi,S.Soler-Espinosa,851,1,1,58,33,42,10,64,25,36,14,0.4166666666666667,0.4166666666666667,0.2830188679245283,0.2830188679245283,0.5833333333333334,0.5833333333333334,0.17647058823529413,0.19230769230769232,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.24561403508771928,-0.09375,8,-0.09375,1.0,8.0,10.0,42.0,1.0,14.0,42.0,10,58.0,8,-6
852,M.Puig,S.Errani,852,1,0,75,28,25,6,68,28,32,13,0.7708333333333334,0.7708333333333334,0.2358490566037736,0.2358490566037736,0.22916666666666666,0.22916666666666666,0.09803921568627451,0.11538461538461539,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.22807017543859648,0.10294117647058823,0,0.10294117647058823,0.0,0.0,6.0,25.0,0.0,13.0,25.0,6,75.0,0,7
853,N.Li,M.Krajicek,853,1,0,50,11,50,11,62,24,38,11,0.25,0.25,0.07547169811320754,0.07547169811320754,0.75,0.75,0.19607843137254902,0.21153846153846154,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.19298245614035087,-0.1935483870967742,-13,-0.1935483870967742,0.0,-13.0,11.0,50.0,0.0,11.0,50.0,11,50.0,-13,-12
854,S.Halep,O.Govortsova,854,1,0,58,30,42,16,56,29,44,15,0.4166666666666667,0.4166666666666667,0.25471698113207547,0.25471698113207547,0.5833333333333334,0.5833333333333334,0.29411764705882354,0.3076923076923077,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.2631578947368421,0.03571428571428571,1,0.03571428571428571,0.0,1.0,16.0,42.0,0.0,15.0,42.0,16,58.0,1,2
855,A.Beck,N.Bratchikova,855,1,0,65,20,35,8,72,29,28,14,0.5625,0.5625,0.16037735849056603,0.16037735849056603,0.4375,0.4375,0.13725490196078433,0.15384615384615385,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.24561403508771928,-0.09722222222222222,-9,-0.09722222222222222,0.0,-9.0,8.0,35.0,0.0,14.0,35.0,8,65.0,-9,-7
856,D.Hantuchova,K.Zakopalova,856,1,1,54,28,46,13,63,15,37,8,0.3333333333333333,0.3333333333333333,0.2358490566037736,0.2358490566037736,0.6666666666666666,0.6666666666666666,0.23529411764705882,0.25,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.14035087719298245,-0.14285714285714285,13,-0.14285714285714285,1.0,13.0,13.0,46.0,1.0,8.0,46.0,13,54.0,13,-9
857,D.Cibulkova,M.Camerin,857,1,0,55,42,45,26,65,43,35,17,0.3541666666666667,0.3541666666666667,0.36792452830188677,0.36792452830188677,0.6458333333333334,0.6458333333333334,0.49019607843137253,0.5,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.2982456140350877,-0.15384615384615385,-1,-0.15384615384615385,0.0,-1.0,26.0,45.0,0.0,17.0,45.0,26,55.0,-1,-10
858,I.Begu,M.Torro-Flor,858,1,1,72,25,28,8,61,23,39,11,0.7083333333333334,0.7083333333333334,0.20754716981132076,0.20754716981132076,0.2916666666666667,0.2916666666666667,0.13725490196078433,0.15384615384615385,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.19298245614035087,0.18032786885245902,2,0.18032786885245902,1.0,2.0,8.0,28.0,1.0,11.0,28.0,8,72.0,2,11
859,J.Cepelova,Kr.Pliskova,859,1,0,69,16,31,6,62,24,38,12,0.6458333333333334,0.6458333333333334,0.12264150943396226,0.12264150943396226,0.3541666666666667,0.3541666666666667,0.09803921568627451,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.21052631578947367,0.11290322580645161,-8,0.11290322580645161,0.0,-8.0,6.0,31.0,0.0,12.0,31.0,6,69.0,-8,7
860,C.Scheepers,R.Vinci,860,1,1,57,24,43,14,52,10,48,7,0.3958333333333333,0.3958333333333333,0.19811320754716982,0.19811320754716982,0.6041666666666666,0.6041666666666666,0.2549019607843137,0.2692307692307692,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.44086021505376344,0.12280701754385964,0.09615384615384616,14,0.09615384615384616,1.0,14.0,14.0,43.0,1.0,7.0,43.0,14,57.0,14,5
861,N.Petrova,Ka.Pliskova,861,1,1,73,33,27,4,60,20,40,8,0.7291666666666666,0.7291666666666666,0.2830188679245283,0.2830188679245283,0.2708333333333333,0.2708333333333333,0.058823529411764705,0.07692307692307693,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.14035087719298245,0.21666666666666667,13,0.21666666666666667,1.0,13.0,4.0,27.0,1.0,8.0,27.0,4,73.0,13,13
