,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_SSP.1,Unary_SSW.1,Unary_SSP.2,FSP_diff,FSW_diff,SSW_diff,FSP_ratio,Total_serve_percentage_1,Total_won_serves_1,Total_serve_percentage_2,GROUPBY_['Round']_mean_FSP_diff,"GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_SSW_diff",GROUPBY_['Round']_mean_Total_won_serves_1,"GROUPBY_['Player1', 'Player2']_max_Round","GROUPBY_['Player1', 'Player2']_max_FSP.1","GROUPBY_['Player1', 'Player2']_count_Round","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_ratio",Player1_has_high_FSW
827,V.Dolonc,Y.Wickmayer,827,1,0,69,40,31,13,69,33,31,12,0.3541666666666667,0.25,0.25806451612903225,0,7,1,1.0,3.225806451612903,53,100,0.5652985074626866,0.0,1.0,57.115671641791046,1,69,1,31.0,0.0,31.0,1.0,1
828,J.Konta,J.Jankovic,828,1,1,68,31,32,12,52,21,48,17,0.375,0.23076923076923078,0.44086021505376344,16,10,-5,1.3076923076923077,3.125,43,100,0.5652985074626866,16.0,-5.0,57.115671641791046,1,68,1,32.0,1.0,32.0,1.3076923076923077,1
829,A.Ivanovic,V.Razzano,829,1,0,78,21,22,9,67,29,33,10,0.16666666666666666,0.17307692307692307,0.27956989247311825,11,-8,-1,1.164179104477612,4.545454545454546,30,100,0.5652985074626866,11.0,-1.0,57.115671641791046,1,78,1,22.0,0.0,22.0,1.164179104477612,0
830,G.Voskoboeva,E.Bouchard,830,1,1,61,44,39,24,59,49,41,21,0.5208333333333334,0.46153846153846156,0.3655913978494624,2,-5,3,1.0338983050847457,2.5641025641025643,68,100,0.5652985074626866,2.0,3.0,57.115671641791046,1,61,1,39.0,1.0,39.0,1.0338983050847457,0
831,M.Lucic-Baroni,S.Arvidsson,831,1,0,73,19,27,6,64,28,36,14,0.2708333333333333,0.11538461538461539,0.3118279569892473,9,-9,-8,1.140625,3.7037037037037037,25,100,0.5652985074626866,9.0,-8.0,57.115671641791046,1,73,1,27.0,0.0,27.0,1.140625,0
832,L.Dominguez Lino,C.Suarez Navarro,832,1,1,68,27,32,14,64,16,36,5,0.375,0.2692307692307692,0.3118279569892473,4,11,9,1.0625,3.125,41,100,0.5652985074626866,4.0,9.0,57.115671641791046,1,68,1,32.0,1.0,32.0,1.0625,1
833,E.Makarova,J.Larsson,833,1,0,63,20,37,9,82,30,18,7,0.4791666666666667,0.17307692307692307,0.11827956989247312,-19,-10,2,0.7682926829268293,2.7027027027027026,29,100,0.5652985074626866,-19.0,2.0,57.115671641791046,1,63,1,37.0,0.0,37.0,0.7682926829268293,0
834,A.Keothavong,G.Muguruza,834,1,1,67,28,33,9,62,18,38,11,0.3958333333333333,0.17307692307692307,0.3333333333333333,5,10,-2,1.0806451612903225,3.0303030303030303,37,100,0.5652985074626866,5.0,-2.0,57.115671641791046,1,67,1,33.0,1.0,33.0,1.0806451612903225,1
835,Y.Shvedova,K.Bertens,835,1,0,57,31,43,11,59,19,41,11,0.6041666666666666,0.21153846153846154,0.3655913978494624,-2,12,0,0.9661016949152542,2.3255813953488373,42,100,0.5652985074626866,-2.0,0.0,57.115671641791046,1,57,1,43.0,0.0,43.0,0.9661016949152542,1
836,C.Vandeweghe,P.Kvitova,836,1,1,67,40,33,17,64,40,36,20,0.3958333333333333,0.3269230769230769,0.3118279569892473,3,0,-3,1.046875,3.0303030303030303,57,100,0.5652985074626866,3.0,-3.0,57.115671641791046,1,67,1,33.0,1.0,33.0,1.046875,0
837,M.Sharapova,K.Mladenovic,837,1,0,52,29,48,17,68,35,32,14,0.7083333333333334,0.3269230769230769,0.26881720430107525,-16,-6,3,0.7647058823529411,2.0833333333333335,46,100,0.5652985074626866,-16.0,3.0,57.115671641791046,1,52,1,48.0,0.0,48.0,0.7647058823529411,0
838,M.Oudin,M.Larcher De Brito,838,1,1,68,46,32,15,65,32,35,15,0.375,0.28846153846153844,0.3010752688172043,3,14,0,1.0461538461538462,3.125,61,100,0.5652985074626866,3.0,0.0,57.115671641791046,1,68,1,32.0,1.0,32.0,1.0461538461538462,1
839,K.Knapp,L.Hradecka,839,1,0,65,23,35,8,63,34,37,11,0.4375,0.15384615384615385,0.3225806451612903,2,-11,-3,1.0317460317460319,2.857142857142857,31,100,0.5652985074626866,2.0,-3.0,57.115671641791046,1,65,1,35.0,0.0,35.0,1.0317460317460319,0
840,L.Davis,L.Safarova,840,1,1,63,24,37,11,66,21,34,2,0.4791666666666667,0.21153846153846154,0.2903225806451613,-3,3,9,0.9545454545454546,2.7027027027027026,35,100,0.5652985074626866,-3.0,9.0,57.115671641791046,1,63,1,37.0,1.0,37.0,0.9545454545454546,1
841,S.Cirstea,S.Voegele,841,1,0,51,29,49,19,59,32,41,15,0.7291666666666666,0.36538461538461536,0.3655913978494624,-8,-3,4,0.864406779661017,2.0408163265306123,48,100,0.5652985074626866,-8.0,4.0,57.115671641791046,1,51,1,49.0,0.0,49.0,0.864406779661017,0
842,S.Murray,C.Giorgi,842,1,1,54,23,46,19,58,28,42,16,0.6666666666666666,0.36538461538461536,0.3763440860215054,-4,-5,3,0.9310344827586207,2.1739130434782608,42,100,0.5652985074626866,-4.0,3.0,57.115671641791046,1,54,1,46.0,1.0,46.0,0.9310344827586207,0
843,A.Glatch,C.McHale,843,1,1,60,24,40,13,54,26,46,8,0.5416666666666666,0.25,0.41935483870967744,6,-2,5,1.1111111111111112,2.5,37,100,0.5652985074626866,6.0,5.0,57.115671641791046,1,60,1,40.0,1.0,40.0,1.1111111111111112,0
844,E.Svitolina,M.Bartoli,844,1,1,58,29,42,16,56,24,44,14,0.5833333333333334,0.3076923076923077,0.3978494623655914,2,5,2,1.0357142857142858,2.380952380952381,45,100,0.5652985074626866,2.0,2.0,57.115671641791046,1,58,1,42.0,1.0,42.0,1.0357142857142858,1
845,C.Wozniacki,E.Cabeza Candela,845,1,0,68,9,32,3,72,29,28,2,0.375,0.057692307692307696,0.22580645161290322,-4,-20,1,0.9444444444444444,3.125,12,100,0.5652985074626866,-4.0,1.0,57.115671641791046,1,68,1,32.0,0.0,32.0,0.9444444444444444,0
846,D.Vekic,P.Cetkovska,846,1,1,69,28,31,7,53,23,47,11,0.3541666666666667,0.1346153846153846,0.43010752688172044,16,5,-4,1.3018867924528301,3.225806451612903,35,100,0.5652985074626866,16.0,-4.0,57.115671641791046,1,69,1,31.0,1.0,31.0,1.3018867924528301,1
847,A.Petkovic,P.Parmentier,847,1,0,62,16,38,10,77,28,23,7,0.5,0.19230769230769232,0.17204301075268819,-15,-12,3,0.8051948051948052,2.6315789473684212,26,100,0.5652985074626866,-15.0,3.0,57.115671641791046,1,62,1,38.0,0.0,38.0,0.8051948051948052,0
848,J.Hampton,S.Stephens,848,1,1,73,34,27,6,66,21,34,11,0.2708333333333333,0.11538461538461539,0.2903225806451613,7,13,-5,1.106060606060606,3.7037037037037037,40,100,0.5652985074626866,7.0,-5.0,57.115671641791046,1,73,1,27.0,1.0,27.0,1.106060606060606,1
849,V.Lepchenko,E.Birnerova,849,1,1,76,44,24,15,72,43,28,13,0.20833333333333334,0.28846153846153844,0.22580645161290322,4,1,2,1.0555555555555556,4.166666666666667,59,100,0.5652985074626866,4.0,2.0,57.115671641791046,1,76,1,24.0,1.0,24.0,1.0555555555555556,1
850,L.Tsurenko,L.Arruabarrena,850,1,0,79,23,21,4,60,24,40,10,0.14583333333333334,0.07692307692307693,0.3548387096774194,19,-1,-6,1.3166666666666667,4.761904761904762,27,100,0.5652985074626866,19.0,-6.0,57.115671641791046,1,79,1,21.0,0.0,21.0,1.3166666666666667,0
851,M.Doi,S.Soler-Espinosa,851,1,1,58,33,42,10,64,25,36,14,0.5833333333333334,0.19230769230769232,0.3118279569892473,-6,8,-4,0.90625,2.380952380952381,43,100,0.5652985074626866,-6.0,-4.0,57.115671641791046,1,58,1,42.0,1.0,42.0,0.90625,1
852,M.Puig,S.Errani,852,1,0,75,28,25,6,68,28,32,13,0.22916666666666666,0.11538461538461539,0.26881720430107525,7,0,-7,1.1029411764705883,4.0,34,100,0.5652985074626866,7.0,-7.0,57.115671641791046,1,75,1,25.0,0.0,25.0,1.1029411764705883,0
853,N.Li,M.Krajicek,853,1,0,50,11,50,11,62,24,38,11,0.75,0.21153846153846154,0.3333333333333333,-12,-13,0,0.8064516129032258,2.0,22,100,0.5652985074626866,-12.0,0.0,57.115671641791046,1,50,1,50.0,0.0,50.0,0.8064516129032258,0
854,S.Halep,O.Govortsova,854,1,0,58,30,42,16,56,29,44,15,0.5833333333333334,0.3076923076923077,0.3978494623655914,2,1,1,1.0357142857142858,2.380952380952381,46,100,0.5652985074626866,2.0,1.0,57.115671641791046,1,58,1,42.0,0.0,42.0,1.0357142857142858,1
855,A.Beck,N.Bratchikova,855,1,0,65,20,35,8,72,29,28,14,0.4375,0.15384615384615385,0.22580645161290322,-7,-9,-6,0.9027777777777778,2.857142857142857,28,100,0.5652985074626866,-7.0,-6.0,57.115671641791046,1,65,1,35.0,0.0,35.0,0.9027777777777778,0
856,D.Hantuchova,K.Zakopalova,856,1,1,54,28,46,13,63,15,37,8,0.6666666666666666,0.25,0.3225806451612903,-9,13,5,0.8571428571428571,2.1739130434782608,41,100,0.5652985074626866,-9.0,5.0,57.115671641791046,1,54,1,46.0,1.0,46.0,0.8571428571428571,1
857,D.Cibulkova,M.Camerin,857,1,0,55,42,45,26,65,43,35,17,0.6458333333333334,0.5,0.3010752688172043,-10,-1,9,0.8461538461538461,2.2222222222222223,68,100,0.5652985074626866,-10.0,9.0,57.115671641791046,1,55,1,45.0,0.0,45.0,0.8461538461538461,0
858,I.Begu,M.Torro-Flor,858,1,1,72,25,28,8,61,23,39,11,0.2916666666666667,0.15384615384615385,0.34408602150537637,11,2,-3,1.180327868852459,3.5714285714285716,33,100,0.5652985074626866,11.0,-3.0,57.115671641791046,1,72,1,28.0,1.0,28.0,1.180327868852459,1
859,J.Cepelova,Kr.Pliskova,859,1,0,69,16,31,6,62,24,38,12,0.3541666666666667,0.11538461538461539,0.3333333333333333,7,-8,-6,1.1129032258064515,3.225806451612903,22,100,0.5652985074626866,7.0,-6.0,57.115671641791046,1,69,1,31.0,0.0,31.0,1.1129032258064515,0
860,C.Scheepers,R.Vinci,860,1,1,57,24,43,14,52,10,48,7,0.6041666666666666,0.2692307692307692,0.44086021505376344,5,14,7,1.0961538461538463,2.3255813953488373,38,100,0.5652985074626866,5.0,7.0,57.115671641791046,1,57,1,43.0,1.0,43.0,1.0961538461538463,1
861,N.Petrova,Ka.Pliskova,861,1,1,73,33,27,4,60,20,40,8,0.2708333333333333,0.07692307692307693,0.3548387096774194,13,13,-4,1.2166666666666666,3.7037037037037037,37,100,0.5652985074626866,13.0,-4.0,57.115671641791046,1,73,1,27.0,1.0,27.0,1.2166666666666666,1
862,P.Martic,A.Tatishvili,862,1,0,67,31,33,13,59,32,41,14,0.3958333333333333,0.25,0.3655913978494624,8,-1,-1,1.1355932203389831,3.0303030303030303,44,100,0.5652985074626866,8.0,-1.0,57.115671641791046,1,67,1,33.0,0.0,33.0,1.1355932203389831,0
863,M.Rybarikova,B.Zahlavova Strycova,863,1,1,62,37,38,14,64,29,36,16,0.5,0.2692307692307692,0.3118279569892473,-2,8,-2,0.96875,2.6315789473684212,51,100,0.5652985074626866,-2.0,-2.0,57.115671641791046,1,62,1,38.0,1.0,38.0,0.96875,1
864,T.Pironkova,A.Pavlyuchenkova,864,1,0,57,9,43,5,60,18,40,13,0.6041666666666666,0.09615384615384616,0.3548387096774194,-3,-9,-8,0.95,2.3255813953488373,14,100,0.5652985074626866,-3.0,-8.0,57.115671641791046,1,57,1,43.0,0.0,43.0,0.95,0
865,M.Barthel,M.Niculescu,865,1,0,85,46,15,7,68,39,32,17,0.020833333333333332,0.1346153846153846,0.26881720430107525,17,7,-10,1.25,6.666666666666667,53,100,0.5652985074626866,17.0,-10.0,57.115671641791046,1,85,1,15.0,0.0,15.0,1.25,1
866,M.Keys,H.Watson,866,1,0,53,18,47,13,63,25,37,10,0.6875,0.25,0.3225806451612903,-10,-7,3,0.8412698412698413,2.127659574468085,31,100,0.5652985074626866,-10.0,3.0,57.115671641791046,1,53,1,47.0,0.0,47.0,0.8412698412698413,0
867,M.Johansson,T.Babos,867,1,0,51,25,49,15,59,32,41,17,0.7291666666666666,0.28846153846153844,0.3655913978494624,-8,-7,-2,0.864406779661017,2.0408163265306123,40,100,0.5652985074626866,-8.0,-2.0,57.115671641791046,1,51,1,49.0,0.0,49.0,0.864406779661017,0
868,Y.Meusburger,A.Radwanska,868,1,1,73,24,27,5,64,7,36,6,0.2708333333333333,0.09615384615384616,0.3118279569892473,9,17,-1,1.140625,3.7037037037037037,29,100,0.5652985074626866,9.0,-1.0,57.115671641791046,1,73,1,27.5,1.0,27.0,1.140625,1
869,A.Kerber,B.Mattek-Sands,869,1,0,55,29,45,10,58,21,42,13,0.6458333333333334,0.19230769230769232,0.3763440860215054,-3,8,-3,0.9482758620689655,2.2222222222222223,39,100,0.5652985074626866,-3.0,-3.0,57.115671641791046,1,55,1,45.0,0.0,45.0,0.9482758620689655,1
870,T.Moore,K.Kanepi,870,1,1,54,48,46,26,58,58,42,24,0.6666666666666666,0.5,0.3763440860215054,-4,-10,2,0.9310344827586207,2.1739130434782608,74,100,0.5652985074626866,-4.0,2.0,57.115671641791046,1,54,1,46.0,1.0,46.0,0.9310344827586207,0
871,U.Radwanska,M.Burdette,871,1,0,74,38,26,10,68,39,32,15,0.25,0.19230769230769232,0.26881720430107525,6,-1,-5,1.088235294117647,3.8461538461538463,48,100,0.5652985074626866,6.0,-5.0,57.115671641791046,1,74,1,26.0,0.0,26.0,1.088235294117647,0
872,A.Riske,R.Oprandi,872,1,0,68,34,32,12,72,50,28,10,0.375,0.23076923076923078,0.22580645161290322,-4,-16,2,0.9444444444444444,3.125,46,100,0.5652985074626866,-4.0,2.0,57.115671641791046,1,68,1,32.0,0.0,32.0,0.9444444444444444,0
873,S.Peng,A.Medina Garrigues,873,1,0,66,19,34,9,70,44,30,9,0.4166666666666667,0.17307692307692307,0.24731182795698925,-4,-25,0,0.9428571428571428,2.9411764705882355,28,100,0.5652985074626866,-4.0,0.0,57.115671641791046,1,66,1,34.0,0.0,34.0,0.9428571428571428,0
874,M.Erakovic,A.Morita,874,1,0,75,41,25,8,59,45,41,15,0.22916666666666666,0.15384615384615385,0.3655913978494624,16,-4,-7,1.271186440677966,4.0,49,100,0.5652985074626866,16.0,-7.0,57.115671641791046,1,75,1,25.0,0.0,25.0,1.271186440677966,0
875,J.Goerges,M.Duque-Marino,875,1,1,64,48,36,20,62,47,38,21,0.4583333333333333,0.38461538461538464,0.3333333333333333,2,1,-1,1.032258064516129,2.7777777777777777,68,100,0.5652985074626866,2.0,-1.0,57.115671641791046,1,64,1,36.0,1.0,36.0,1.032258064516129,1
876,L.Robson,M.Kirilenko,876,1,0,60,21,40,10,53,24,47,16,0.5416666666666666,0.19230769230769232,0.43010752688172044,7,-3,-6,1.1320754716981132,2.5,31,100,0.5652985074626866,7.0,-6.0,57.115671641791046,1,60,1,40.0,0.0,40.0,1.1320754716981132,0
877,S.Stosur,A.Schmiedlova,877,1,0,65,24,35,7,65,25,35,8,0.4375,0.1346153846153846,0.3010752688172043,0,-1,-1,1.0,2.857142857142857,31,100,0.5652985074626866,0.0,-1.0,57.115671641791046,1,65,1,35.0,0.0,35.0,1.0,0
878,A.Rus,O.Puchkova,878,1,1,69,24,31,4,56,19,44,15,0.3541666666666667,0.07692307692307693,0.3978494623655914,13,5,-11,1.2321428571428572,3.225806451612903,28,100,0.5652985074626866,13.0,-11.0,57.115671641791046,1,69,1,31.0,1.0,31.0,1.2321428571428572,1
879,A.Hlavackova,E.Vesnina,879,1,1,73,29,27,7,79,25,21,6,0.2708333333333333,0.1346153846153846,0.15053763440860216,-6,4,1,0.9240506329113924,3.7037037037037037,36,100,0.5652985074626866,-6.0,1.0,57.115671641791046,1,73,1,27.0,1.0,27.0,0.9240506329113924,1
880,F.Schiavone,S.Lisicki,880,1,1,60,27,40,11,54,15,46,11,0.5416666666666666,0.21153846153846154,0.41935483870967744,6,12,0,1.1111111111111112,2.5,38,100,0.5652985074626866,6.0,0.0,57.115671641791046,1,60,1,40.0,1.0,40.0,1.1111111111111112,1
881,T.Paszek,A.Cadantu,881,1,1,71,29,29,8,66,19,34,6,0.3125,0.15384615384615385,0.2903225806451613,5,10,2,1.0757575757575757,3.4482758620689653,37,100,0.5652985074626866,5.0,2.0,57.115671641791046,1,71,1,29.0,1.0,29.0,1.0757575757575757,1
882,C.Witthoeft,K.Date-Krumm,882,1,1,65,17,35,10,41,6,59,7,0.4375,0.19230769230769232,0.5591397849462365,24,11,3,1.5853658536585367,2.857142857142857,27,100,0.5652985074626866,24.0,3.0,57.115671641791046,1,65,1,35.0,1.0,35.0,1.5853658536585367,1
883,J.Zheng,C.Garcia,883,1,1,64,33,36,11,70,25,30,10,0.4583333333333333,0.21153846153846154,0.24731182795698925,-6,8,1,0.9142857142857143,2.7777777777777777,44,100,0.5652985074626866,-6.0,1.0,57.115671641791046,1,64,1,36.0,1.0,36.0,0.9142857142857143,1
884,M.Minella,S.Williams,884,1,1,73,23,27,7,48,12,52,12,0.2708333333333333,0.1346153846153846,0.4838709677419355,25,11,-5,1.5208333333333333,3.7037037037037037,30,100,0.5652985074626866,25.0,-5.0,57.115671641791046,1,73,1,27.0,1.0,27.0,1.5208333333333333,1
885,S-W.Hsieh,A.Cornet,885,2,1,64,29,36,14,53,14,47,9,0.4583333333333333,0.2692307692307692,0.43010752688172044,11,15,5,1.2075471698113207,2.7777777777777777,43,100,-0.4467005076142132,11.0,5.0,54.19796954314721,2,64,1,36.0,1.0,36.0,1.2075471698113207,1
886,K.Flipkens,B.Jovanovski,886,2,0,59,24,41,15,58,27,42,14,0.5625,0.28846153846153844,0.3763440860215054,1,-3,1,1.0172413793103448,2.4390243902439024,39,100,-0.4467005076142132,1.0,1.0,54.19796954314721,2,59,1,41.0,0.0,41.0,1.0172413793103448,0
887,V.Dolonc,J.Jankovic,887,2,0,61,23,39,7,72,33,28,11,0.5208333333333334,0.1346153846153846,0.22580645161290322,-11,-10,-4,0.8472222222222222,2.5641025641025643,30,100,-0.4467005076142132,-11.0,-4.0,54.19796954314721,2,61,1,39.0,0.0,39.0,0.8472222222222222,0
888,A.Ivanovic,E.Bouchard,888,2,1,54,25,46,10,51,12,49,10,0.6666666666666666,0.19230769230769232,0.45161290322580644,3,13,0,1.0588235294117647,2.1739130434782608,35,100,-0.4467005076142132,3.0,0.0,54.19796954314721,2,54,1,46.0,1.0,46.0,1.0588235294117647,1
889,M.Lucic-Baroni,C.Suarez Navarro,889,2,1,59,30,41,16,56,28,44,16,0.5625,0.3076923076923077,0.3978494623655914,3,2,0,1.0535714285714286,2.4390243902439024,46,100,-0.4467005076142132,3.0,0.0,54.19796954314721,2,59,1,41.0,1.0,41.0,1.0535714285714286,1
890,E.Makarova,G.Muguruza,890,2,0,58,37,42,21,68,49,32,16,0.5833333333333334,0.40384615384615385,0.26881720430107525,-10,-12,5,0.8529411764705882,2.380952380952381,58,100,-0.4467005076142132,-10.0,5.0,54.19796954314721,2,58,1,42.0,0.0,42.0,0.8529411764705882,0
891,M.Sharapova,M.Larcher De Brito,891,2,1,71,34,29,16,60,20,40,9,0.3125,0.3076923076923077,0.3548387096774194,11,14,7,1.1833333333333333,3.4482758620689653,50,100,-0.4467005076142132,11.0,7.0,54.19796954314721,2,71,1,29.0,1.0,29.0,1.1833333333333333,1
892,K.Knapp,L.Safarova,892,2,0,65,37,35,19,67,39,33,14,0.4375,0.36538461538461536,0.27956989247311825,-2,-2,5,0.9701492537313433,2.857142857142857,56,100,-0.4467005076142132,-2.0,5.0,54.19796954314721,2,65,1,35.0,0.0,35.0,0.9701492537313433,0
893,S.Cirstea,C.Giorgi,893,2,1,53,36,47,20,58,40,42,16,0.6875,0.38461538461538464,0.3763440860215054,-5,-4,4,0.9137931034482759,2.127659574468085,56,100,-0.4467005076142132,-5.0,4.0,54.19796954314721,2,53,1,47.0,1.0,47.0,0.9137931034482759,0
894,C.McHale,M.Bartoli,894,2,1,64,38,36,11,64,26,36,11,0.4583333333333333,0.21153846153846154,0.3118279569892473,0,12,0,1.0,2.7777777777777777,49,100,-0.4467005076142132,0.0,0.0,54.19796954314721,2,64,1,36.0,1.0,36.0,1.0,1
895,C.Wozniacki,P.Cetkovska,895,2,1,71,31,29,7,69,15,31,8,0.3125,0.1346153846153846,0.25806451612903225,2,16,-1,1.0289855072463767,3.4482758620689653,38,100,-0.4467005076142132,2.0,-1.0,54.19796954314721,2,71,1,29.0,1.0,29.0,1.0289855072463767,1
896,A.Petkovic,S.Stephens,896,2,1,64,48,36,19,63,38,37,22,0.4583333333333333,0.36538461538461536,0.3225806451612903,1,10,-3,1.0158730158730158,2.7777777777777777,67,100,-0.4467005076142132,1.0,-3.0,54.19796954314721,2,64,1,36.0,1.0,36.0,1.0158730158730158,1
897,E.Birnerova,L.Tsurenko,897,2,0,48,17,52,17,55,23,45,19,0.7916666666666666,0.3269230769230769,0.40860215053763443,-7,-6,-2,0.8727272727272727,1.9230769230769231,34,100,-0.4467005076142132,-7.0,-2.0,54.19796954314721,2,48,1,52.0,0.0,52.0,0.8727272727272727,0
898,S.Soler-Espinosa,M.Puig,898,2,1,63,43,37,24,57,38,43,18,0.4791666666666667,0.46153846153846156,0.3870967741935484,6,5,6,1.105263157894737,2.7027027027027026,67,100,-0.4467005076142132,6.0,6.0,54.19796954314721,2,63,1,37.0,1.0,37.0,1.105263157894737,1
899,N.Li,S.Halep,899,2,0,71,28,29,8,73,29,27,7,0.3125,0.15384615384615385,0.21505376344086022,-2,-1,1,0.9726027397260274,3.4482758620689653,36,100,-0.4467005076142132,-2.0,1.0,54.19796954314721,2,71,1,29.0,0.0,29.0,0.9726027397260274,0
900,A.Beck,K.Zakopalova,900,2,1,59,28,41,10,66,23,34,9,0.5625,0.19230769230769232,0.2903225806451613,-7,5,1,0.8939393939393939,2.4390243902439024,38,100,-0.4467005076142132,-7.0,1.0,54.19796954314721,2,59,1,41.0,1.0,41.0,0.8939393939393939,1
901,D.Cibulkova,M.Torro-Flor,901,2,0,61,9,39,6,44,15,56,13,0.5208333333333334,0.11538461538461539,0.5268817204301075,17,-6,-7,1.3863636363636365,2.5641025641025643,15,100,-0.4467005076142132,17.0,-7.0,54.19796954314721,2,61,1,39.0,0.0,39.0,1.3863636363636365,0
902,J.Cepelova,R.Vinci,902,2,1,58,47,42,15,61,37,39,22,0.5833333333333334,0.28846153846153844,0.34408602150537637,-3,10,-7,0.9508196721311475,2.380952380952381,62,100,-0.4467005076142132,-3.0,-7.0,54.19796954314721,2,58,1,42.0,1.0,42.0,0.9508196721311475,1
903,Ka.Pliskova,P.Martic,903,2,1,54,24,46,15,63,28,37,6,0.6666666666666666,0.28846153846153844,0.3225806451612903,-9,-4,9,0.8571428571428571,2.1739130434782608,39,100,-0.4467005076142132,-9.0,9.0,54.19796954314721,2,54,1,46.0,1.0,46.0,0.8571428571428571,0
904,B.Zahlavova Strycova,T.Pironkova,904,2,1,68,37,32,10,64,28,36,15,0.375,0.19230769230769232,0.3118279569892473,4,9,-5,1.0625,3.125,47,100,-0.4467005076142132,4.0,-5.0,54.19796954314721,2,68,1,32.0,1.0,32.0,1.0625,1
905,M.Barthel,M.Keys,905,2,1,65,25,35,12,74,32,26,8,0.4375,0.23076923076923078,0.20430107526881722,-9,-7,4,0.8783783783783784,2.857142857142857,37,100,-0.4467005076142132,-9.0,4.0,54.19796954314721,2,65,1,35.0,1.0,35.0,0.8783783783783784,0
906,M.Johansson,A.Radwanska,906,2,1,62,23,38,12,66,24,34,6,0.5,0.23076923076923078,0.2903225806451613,-4,-1,6,0.9393939393939394,2.6315789473684212,35,100,-0.4467005076142132,-4.0,6.0,54.19796954314721,2,62,1,38.0,1.0,38.0,0.9393939393939394,0
907,S.Peng,M.Erakovic,907,2,1,58,35,42,15,74,30,26,9,0.5833333333333334,0.28846153846153844,0.20430107526881722,-16,5,6,0.7837837837837838,2.380952380952381,50,100,-0.4467005076142132,-16.0,6.0,54.19796954314721,2,58,1,42.0,1.0,42.0,0.7837837837837838,1
908,S.Stosur,O.Puchkova,908,2,0,56,9,44,3,69,20,31,11,0.625,0.057692307692307696,0.25806451612903225,-13,-11,-8,0.8115942028985508,2.272727272727273,12,100,-0.4467005076142132,-13.0,-8.0,54.19796954314721,2,56,1,44.0,0.0,44.0,0.8115942028985508,0
909,E.Vesnina,S.Lisicki,909,2,1,65,28,35,10,74,14,26,4,0.4375,0.19230769230769232,0.20430107526881722,-9,14,6,0.8783783783783784,2.857142857142857,38,100,-0.4467005076142132,-9.0,6.0,54.19796954314721,2,65,1,35.0,1.0,35.0,0.8783783783783784,1
910,A.Cadantu,K.Date-Krumm,910,2,1,79,32,21,8,79,30,21,7,0.14583333333333334,0.15384615384615385,0.15053763440860216,0,2,1,1.0,4.761904761904762,40,100,-0.4467005076142132,0.0,1.0,54.19796954314721,2,79,1,21.0,1.0,21.0,1.0,1
911,C.Garcia,S.Williams,911,2,1,71,25,29,8,75,24,25,9,0.3125,0.15384615384615385,0.1935483870967742,-4,1,-1,0.9466666666666667,3.4482758620689653,33,100,-0.4467005076142132,-4.0,-1.0,54.19796954314721,2,71,1,29.0,1.0,29.0,0.9466666666666667,1
912,F.Pennetta,A.Cornet,912,3,0,56,28,44,19,56,30,44,16,0.625,0.36538461538461536,0.3978494623655914,0,-2,3,1.0,2.272727272727273,47,100,0.037383177570093455,0.0,3.0,50.467289719626166,3,56,1,44.0,0.0,44.0,1.0,0
913,K.Flipkens,V.Dolonc,913,3,0,65,11,35,8,63,27,37,8,0.4375,0.15384615384615385,0.3225806451612903,2,-16,0,1.0317460317460319,2.857142857142857,19,100,0.037383177570093455,2.0,0.0,50.467289719626166,3,65,1,35.0,0.0,35.0,1.0317460317460319,0
914,E.Bouchard,C.Suarez Navarro,914,3,1,66,31,34,13,56,25,44,15,0.4166666666666667,0.25,0.3978494623655914,10,6,-2,1.1785714285714286,2.9411764705882355,44,100,0.037383177570093455,10.0,-2.0,50.467289719626166,3,66,1,34.0,1.0,34.0,1.1785714285714286,1
915,E.Makarova,P.Kvitova,915,3,0,63,30,37,8,75,35,25,8,0.4791666666666667,0.15384615384615385,0.1935483870967742,-12,-5,0,0.84,2.7027027027027026,38,100,0.037383177570093455,-12.0,0.0,50.467289719626166,3,63,1,37.0,0.0,37.0,0.84,0
916,M.Larcher De Brito,K.Knapp,916,3,1,57,32,43,13,71,28,29,9,0.6041666666666666,0.25,0.23655913978494625,-14,4,4,0.8028169014084507,2.3255813953488373,45,100,0.037383177570093455,-14.0,4.0,50.467289719626166,3,57,1,43.0,1.0,43.0,0.8028169014084507,1
917,C.Giorgi,M.Bartoli,917,3,1,62,26,38,10,60,21,40,14,0.5,0.19230769230769232,0.3548387096774194,2,5,-4,1.0333333333333334,2.6315789473684212,36,100,0.037383177570093455,2.0,-4.0,50.467289719626166,3,62,1,38.0,1.0,38.0,1.0333333333333334,1
918,P.Cetkovska,S.Stephens,918,3,0,79,32,21,3,56,23,44,17,0.14583333333333334,0.057692307692307696,0.3978494623655914,23,9,-14,1.4107142857142858,4.761904761904762,35,100,0.037383177570093455,23.0,-14.0,50.467289719626166,3,79,1,21.0,0.0,21.0,1.4107142857142858,1
